case_id,prefix,k,next_act
case-8136,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t06_determine_necessity_of_stop_advice,3,t10_determine_necessity_to_stop_indication
case-8136,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,4,t05_print_and_send_confirmation_of_receipt
case-8318,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-8318,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t06_determine_necessity_of_stop_advice
case-8318,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice,2,t04_determine_confirmation_of_receipt
case-8318,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t04_determine_confirmation_of_receipt,3,t03_adjust_confirmation_of_receipt
case-8318,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t04_determine_confirmation_of_receipt t03_adjust_confirmation_of_receipt,4,t02_check_confirmation_of_receipt
case-8318,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t04_determine_confirmation_of_receipt t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt,5,t10_determine_necessity_to_stop_indication
case-8318,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t04_determine_confirmation_of_receipt t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt t10_determine_necessity_to_stop_indication,6,t04_determine_confirmation_of_receipt
case-8318,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t04_determine_confirmation_of_receipt t03_adjust_confirmation_of_receipt t02_check_confirmation_of_receipt t10_determine_necessity_to_stop_indication t04_determine_confirmation_of_receipt,7,t05_print_and_send_confirmation_of_receipt
case-8012,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-8012,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-8012,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
case-8012,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,3,t06_determine_necessity_of_stop_advice
case-8012,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,4,t10_determine_necessity_to_stop_indication
case-8098,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-8098,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-8098,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
case-8098,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,3,t06_determine_necessity_of_stop_advice
case-8098,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,4,t10_determine_necessity_to_stop_indication
case-8014,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-8014,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-8014,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t06_determine_necessity_of_stop_advice
case-8014,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t06_determine_necessity_of_stop_advice,3,t05_print_and_send_confirmation_of_receipt
case-8014,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t06_determine_necessity_of_stop_advice t05_print_and_send_confirmation_of_receipt,4,t10_determine_necessity_to_stop_indication
case-7685,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-7685,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-7685,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
case-7685,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,3,t06_determine_necessity_of_stop_advice
case-7685,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,4,t10_determine_necessity_to_stop_indication
case-8323,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t02_check_confirmation_of_receipt
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt,2,t07-1_draft_intern_advice_aspect_1
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1,3,t04_determine_confirmation_of_receipt
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt,4,t05_print_and_send_confirmation_of_receipt
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,5,t06_determine_necessity_of_stop_advice
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,6,t07-1_draft_intern_advice_aspect_1
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1,7,t06_determine_necessity_of_stop_advice
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice,8,t07-1_draft_intern_advice_aspect_1
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1,9,t06_determine_necessity_of_stop_advice
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice,10,t07-1_draft_intern_advice_aspect_1
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1,11,t06_determine_necessity_of_stop_advice
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice,12,t07-1_draft_intern_advice_aspect_1
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1,13,t06_determine_necessity_of_stop_advice
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice,14,t07-1_draft_intern_advice_aspect_1
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1,15,t06_determine_necessity_of_stop_advice
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice,16,t07-1_draft_intern_advice_aspect_1
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1,17,t06_determine_necessity_of_stop_advice
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice,18,t07-1_draft_intern_advice_aspect_1
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1,19,t06_determine_necessity_of_stop_advice
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice,20,t07-1_draft_intern_advice_aspect_1
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1,21,t06_determine_necessity_of_stop_advice
case-8323,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t07-1_draft_intern_advice_aspect_1 t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice t07-1_draft_intern_advice_aspect_1 t06_determine_necessity_of_stop_advice,22,t10_determine_necessity_to_stop_indication
case-8232,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-8232,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t10_determine_necessity_to_stop_indication
case-8232,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,2,t02_check_confirmation_of_receipt
case-8232,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt,3,t04_determine_confirmation_of_receipt
case-8232,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,4,t05_print_and_send_confirmation_of_receipt
case-8017,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-8017,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-8017,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
case-8017,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,3,t06_determine_necessity_of_stop_advice
case-8017,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,4,t10_determine_necessity_to_stop_indication
case-8068,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-8068,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t02_check_confirmation_of_receipt
case-8068,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt,2,t04_determine_confirmation_of_receipt
case-8068,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,3,t05_print_and_send_confirmation_of_receipt
case-8068,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,4,t10_determine_necessity_to_stop_indication
case-8015,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-8015,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-8015,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
case-8015,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,3,t06_determine_necessity_of_stop_advice
case-8015,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,4,t10_determine_necessity_to_stop_indication
case-8135,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-8135,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-8135,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
case-8135,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,3,t06_determine_necessity_of_stop_advice
case-8135,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,4,t10_determine_necessity_to_stop_indication
case-8133,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-8133,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-8133,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
case-8133,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,3,t06_determine_necessity_of_stop_advice
case-8133,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,4,t10_determine_necessity_to_stop_indication
case-8408,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-8408,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-8408,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
case-8408,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,3,t06_determine_necessity_of_stop_advice
case-8408,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,4,t10_determine_necessity_to_stop_indication
case-8365,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-8365,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t06_determine_necessity_of_stop_advice
case-8365,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice,2,t10_determine_necessity_to_stop_indication
case-8365,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,3,t04_determine_confirmation_of_receipt
case-8365,confirmation_of_receipt t02_check_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t04_determine_confirmation_of_receipt,4,t05_print_and_send_confirmation_of_receipt
case-8132,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-8132,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-8132,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
case-8132,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,3,t06_determine_necessity_of_stop_advice
case-8132,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,4,t10_determine_necessity_to_stop_indication
case-8363,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-8363,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-8363,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t06_determine_necessity_of_stop_advice
case-8363,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t06_determine_necessity_of_stop_advice,3,t10_determine_necessity_to_stop_indication
case-8363,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,4,t05_print_and_send_confirmation_of_receipt
case-8081,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-8081,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-8081,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
case-8081,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,3,t06_determine_necessity_of_stop_advice
case-8081,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,4,t10_determine_necessity_to_stop_indication
case-8083,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-8083,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-8083,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
case-8083,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,3,t06_determine_necessity_of_stop_advice
case-8083,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,4,t10_determine_necessity_to_stop_indication
case-8367,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-8367,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t10_determine_necessity_to_stop_indication
case-8367,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication,2,t02_check_confirmation_of_receipt
case-8367,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt,3,t04_determine_confirmation_of_receipt
case-8367,confirmation_of_receipt t06_determine_necessity_of_stop_advice t10_determine_necessity_to_stop_indication t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,4,t05_print_and_send_confirmation_of_receipt
case-8419,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-8419,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t02_check_confirmation_of_receipt
case-8419,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt,2,t04_determine_confirmation_of_receipt
case-8419,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,3,t05_print_and_send_confirmation_of_receipt
case-8419,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,4,t10_determine_necessity_to_stop_indication
case-8421,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-8421,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-8421,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
case-8421,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,3,t06_determine_necessity_of_stop_advice
case-8421,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,4,t10_determine_necessity_to_stop_indication
case-8424,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-8424,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-8424,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
case-8424,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,3,t06_determine_necessity_of_stop_advice
case-8424,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,4,t10_determine_necessity_to_stop_indication
case-8142,confirmation_of_receipt,0,t06_determine_necessity_of_stop_advice
case-8142,confirmation_of_receipt t06_determine_necessity_of_stop_advice,1,t02_check_confirmation_of_receipt
case-8142,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt,2,t04_determine_confirmation_of_receipt
case-8142,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,3,t05_print_and_send_confirmation_of_receipt
case-8142,confirmation_of_receipt t06_determine_necessity_of_stop_advice t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,4,t10_determine_necessity_to_stop_indication
case-8020,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-8020,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-8020,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
case-8020,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt,3,t06_determine_necessity_of_stop_advice
case-8020,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt t05_print_and_send_confirmation_of_receipt t06_determine_necessity_of_stop_advice,4,t10_determine_necessity_to_stop_indication
case-8180,confirmation_of_receipt,0,t02_check_confirmation_of_receipt
case-8180,confirmation_of_receipt t02_check_confirmation_of_receipt,1,t04_determine_confirmation_of_receipt
case-8180,confirmation_of_receipt t02_check_confirmation_of_receipt t04_determine_confirmation_of_receipt,2,t05_print_and_send_confirmation_of_receipt
