case_id,activity,timestamp,lifecycle
case-10517,T05_Print_and_send_confirmation_of_receipt,2011-11-24T15:29:25.785+01:00,complete
case-10517,T06_Determine_necessity_of_stop_advice,2011-11-24T15:29:52.922+01:00,complete
case-10517,T10_Determine_necessity_to_stop_indication,2011-11-24T15:30:19.049+01:00,complete
case-10598,Confirmation_of_receipt,2011-11-24T16:28:52.911+01:00,complete
case-10598,T02_Check_confirmation_of_receipt,2011-11-24T16:30:32.541+01:00,complete
case-10598,T04_Determine_confirmation_of_receipt,2011-11-24T16:30:49.801+01:00,complete
case-10598,T05_Print_and_send_confirmation_of_receipt,2011-11-24T16:31:26.522+01:00,complete
case-10598,T06_Determine_necessity_of_stop_advice,2011-11-24T16:31:57.491+01:00,complete
case-10598,T10_Determine_necessity_to_stop_indication,2011-11-24T16:32:30.511+01:00,complete
case-10384,Confirmation_of_receipt,2011-11-25T11:17:52.239+01:00,complete
case-10384,T02_Check_confirmation_of_receipt,2011-11-25T11:18:56.984+01:00,complete
case-10384,T04_Determine_confirmation_of_receipt,2011-11-25T11:19:28.587+01:00,complete
case-10384,T05_Print_and_send_confirmation_of_receipt,2011-11-25T11:19:51.210+01:00,complete
case-10384,T06_Determine_necessity_of_stop_advice,2011-11-25T11:22:40.036+01:00,complete
case-10384,T10_Determine_necessity_to_stop_indication,2011-11-25T11:23:04.911+01:00,complete
case-10463,Confirmation_of_receipt,2011-11-25T16:09:50.422+01:00,complete
case-10463,T02_Check_confirmation_of_receipt,2011-11-25T16:10:19.837+01:00,complete
case-10463,T04_Determine_confirmation_of_receipt,2011-11-25T16:10:39.345+01:00,complete
case-10463,T05_Print_and_send_confirmation_of_receipt,2011-11-25T16:10:54.528+01:00,complete
case-10463,T06_Determine_necessity_of_stop_advice,2011-11-25T16:15:35.699+01:00,complete
case-10463,T10_Determine_necessity_to_stop_indication,2011-11-25T16:15:57.008+01:00,complete
case-10474,Confirmation_of_receipt,2011-11-28T09:15:12.675+01:00,complete
case-10474,T02_Check_confirmation_of_receipt,2011-11-28T09:31:16.975+01:00,complete
case-10474,T04_Determine_confirmation_of_receipt,2011-11-28T09:31:39.371+01:00,complete
case-10474,T05_Print_and_send_confirmation_of_receipt,2011-11-28T09:31:58.732+01:00,complete
case-10474,T06_Determine_necessity_of_stop_advice,2011-11-28T09:32:25.848+01:00,complete
case-10474,T10_Determine_necessity_to_stop_indication,2011-11-28T09:32:46.412+01:00,complete
case-10509,Confirmation_of_receipt,2011-11-28T09:50:57.605+01:00,complete
case-10509,T06_Determine_necessity_of_stop_advice,2011-11-28T09:51:19.170+01:00,complete
case-10509,T02_Check_confirmation_of_receipt,2011-11-28T09:51:59.079+01:00,complete
case-10509,T04_Determine_confirmation_of_receipt,2011-11-28T09:52:31.415+01:00,complete
case-10509,T05_Print_and_send_confirmation_of_receipt,2011-11-28T09:52:48.615+01:00,complete
case-10509,T10_Determine_necessity_to_stop_indication,2011-11-28T09:53:34.153+01:00,complete
case-10592,Confirmation_of_receipt,2011-11-29T11:46:06.532+01:00,complete
case-10592,T02_Check_confirmation_of_receipt,2011-11-29T11:46:54.371+01:00,complete
case-10592,T04_Determine_confirmation_of_receipt,2011-11-29T11:47:32.540+01:00,complete
case-10592,T06_Determine_necessity_of_stop_advice,2011-11-29T12:08:36.453+01:00,complete
case-10592,T10_Determine_necessity_to_stop_indication,2011-11-29T12:09:11.004+01:00,complete
case-10592,T05_Print_and_send_confirmation_of_receipt,2011-11-30T12:02:36.695+01:00,complete
case-10221,Confirmation_of_receipt,2011-11-29T12:27:58.006+01:00,complete
case-10221,T02_Check_confirmation_of_receipt,2011-11-29T12:29:42.082+01:00,complete
case-10221,T04_Determine_confirmation_of_receipt,2011-11-29T12:30:24.691+01:00,complete
case-10221,T05_Print_and_send_confirmation_of_receipt,2011-11-29T12:30:47.253+01:00,complete
case-10221,T06_Determine_necessity_of_stop_advice,2011-11-29T12:41:42.876+01:00,complete
case-10221,T10_Determine_necessity_to_stop_indication,2011-11-29T12:43:19.895+01:00,complete
case-10073,Confirmation_of_receipt,2011-11-29T14:28:08.930+01:00,complete
case-10073,T02_Check_confirmation_of_receipt,2011-11-29T14:40:03.247+01:00,complete
case-10073,T04_Determine_confirmation_of_receipt,2011-11-29T14:40:32.371+01:00,complete
case-10073,T05_Print_and_send_confirmation_of_receipt,2011-11-29T14:41:12.227+01:00,complete
case-10073,T06_Determine_necessity_of_stop_advice,2011-11-29T14:42:10.340+01:00,complete
case-10073,T07-1_Draft_intern_advice_aspect_1,2011-11-30T10:53:50.203+01:00,complete
case-10073,T08_Draft_and_send_request_for_advice,2011-11-30T10:54:46.581+01:00,complete
case-10073,T09-1_Process_or_receive_external_advice_from_party_1,2011-11-30T11:02:33.530+01:00,complete
case-10073,T06_Determine_necessity_of_stop_advice,2011-11-30T11:04:28.307+01:00,complete
case-10073,T10_Determine_necessity_to_stop_indication,2011-11-30T11:05:12.807+01:00,complete
case-9826,Confirmation_of_receipt,2011-11-30T12:44:49.990+01:00,complete
case-10593,Confirmation_of_receipt,2011-11-30T13:54:33.716+01:00,complete
case-10593,T02_Check_confirmation_of_receipt,2011-11-30T13:54:56.948+01:00,complete
case-10593,T04_Determine_confirmation_of_receipt,2011-11-30T13:55:14.723+01:00,complete
case-10593,T05_Print_and_send_confirmation_of_receipt,2011-11-30T13:55:33.200+01:00,complete
case-10593,T06_Determine_necessity_of_stop_advice,2011-11-30T13:55:50.019+01:00,complete
case-10593,T10_Determine_necessity_to_stop_indication,2011-11-30T13:56:09.588+01:00,complete
case-10410,Confirmation_of_receipt,2011-11-30T14:46:15.565+01:00,complete
case-10410,T02_Check_confirmation_of_receipt,2011-11-30T14:47:01.891+01:00,complete
case-10410,T04_Determine_confirmation_of_receipt,2011-11-30T14:47:52.207+01:00,complete
case-10410,T05_Print_and_send_confirmation_of_receipt,2011-11-30T14:48:46.418+01:00,complete
case-10410,T06_Determine_necessity_of_stop_advice,2011-11-30T16:32:41.199+01:00,complete
case-10410,T10_Determine_necessity_to_stop_indication,2011-11-30T16:34:56.762+01:00,complete
case-10326,Confirmation_of_receipt,2011-11-30T15:55:18.032+01:00,complete
case-10326,T02_Check_confirmation_of_receipt,2011-11-30T15:56:06.840+01:00,complete
case-10326,T04_Determine_confirmation_of_receipt,2011-11-30T15:57:16.513+01:00,complete
case-10326,T05_Print_and_send_confirmation_of_receipt,2011-11-30T15:57:41.635+01:00,complete
case-10326,T06_Determine_necessity_of_stop_advice,2011-11-30T15:58:23.761+01:00,complete
case-10326,T10_Determine_necessity_to_stop_indication,2011-11-30T16:04:43.684+01:00,complete
case-10662,Confirmation_of_receipt,2011-11-30T16:04:11.166+01:00,complete
case-10662,T02_Check_confirmation_of_receipt,2011-11-30T16:04:34.445+01:00,complete
case-10662,T04_Determine_confirmation_of_receipt,2011-11-30T16:05:16.298+01:00,complete
case-10662,T05_Print_and_send_confirmation_of_receipt,2011-11-30T16:05:37.734+01:00,complete
case-10662,T06_Determine_necessity_of_stop_advice,2011-11-30T16:06:12.022+01:00,complete
case-10662,T10_Determine_necessity_to_stop_indication,2011-11-30T16:06:44.087+01:00,complete
case-10512,Confirmation_of_receipt,2011-11-30T21:02:08.700+01:00,complete
case-10512,T02_Check_confirmation_of_receipt,2011-11-30T21:02:49.223+01:00,complete
case-10512,T04_Determine_confirmation_of_receipt,2011-11-30T21:03:54.644+01:00,complete
case-10512,T05_Print_and_send_confirmation_of_receipt,2011-11-30T21:04:57.092+01:00,complete
case-10512,T06_Determine_necessity_of_stop_advice,2011-11-30T21:05:25.227+01:00,complete
case-10512,T10_Determine_necessity_to_stop_indication,2011-11-30T21:05:48.871+01:00,complete
case-10575,Confirmation_of_receipt,2011-12-01T08:33:35.361+01:00,complete
case-10575,T02_Check_confirmation_of_receipt,2011-12-01T08:34:01.593+01:00,complete
case-10575,T04_Determine_confirmation_of_receipt,2011-12-01T08:34:49.023+01:00,complete
case-10575,T05_Print_and_send_confirmation_of_receipt,2011-12-01T08:36:40.264+01:00,complete
case-10575,T06_Determine_necessity_of_stop_advice,2011-12-01T08:37:42.825+01:00,complete
case-10575,T10_Determine_necessity_to_stop_indication,2011-12-01T08:38:10.344+01:00,complete
case-10624,Confirmation_of_receipt,2011-12-01T10:44:22.790+01:00,complete
case-10624,T02_Check_confirmation_of_receipt,2011-12-01T10:45:28.019+01:00,complete
case-10624,T04_Determine_confirmation_of_receipt,2011-12-01T10:45:46.710+01:00,complete
case-10624,T05_Print_and_send_confirmation_of_receipt,2011-12-01T10:46:04.524+01:00,complete
case-10624,T06_Determine_necessity_of_stop_advice,2011-12-01T12:52:52.161+01:00,complete
case-10624,T10_Determine_necessity_to_stop_indication,2011-12-01T12:53:18.284+01:00,complete
case-10489,Confirmation_of_receipt,2011-12-01T14:44:04.954+01:00,complete
case-10489,T02_Check_confirmation_of_receipt,2011-12-01T14:44:34.050+01:00,complete
case-10489,T04_Determine_confirmation_of_receipt,2011-12-01T14:44:57.380+01:00,complete
case-10489,T05_Print_and_send_confirmation_of_receipt,2011-12-01T14:45:21.242+01:00,complete
case-10489,T06_Determine_necessity_of_stop_advice,2011-12-01T14:47:15.322+01:00,complete
case-10489,T10_Determine_necessity_to_stop_indication,2011-12-01T14:47:58.903+01:00,complete
case-10660,Confirmation_of_receipt,2011-12-02T08:29:50.103+01:00,complete
case-10623,Confirmation_of_receipt,2011-12-02T09:10:04.876+01:00,complete
case-10623,T02_Check_confirmation_of_receipt,2011-12-02T09:53:30.525+01:00,complete
case-10623,T04_Determine_confirmation_of_receipt,2011-12-02T09:54:36.749+01:00,complete
case-10623,T05_Print_and_send_confirmation_of_receipt,2011-12-02T09:55:02.061+01:00,complete
case-10623,T06_Determine_necessity_of_stop_advice,2011-12-02T09:58:38.507+01:00,complete
case-10623,T10_Determine_necessity_to_stop_indication,2011-12-02T09:59:01.611+01:00,complete
case-10646,Confirmation_of_receipt,2011-12-02T15:07:18.216+01:00,complete
case-10646,T02_Check_confirmation_of_receipt,2011-12-02T15:07:47.141+01:00,complete
case-10646,T04_Determine_confirmation_of_receipt,2011-12-02T15:08:06.030+01:00,complete
case-10646,T05_Print_and_send_confirmation_of_receipt,2011-12-02T15:08:24.428+01:00,complete
case-10646,T06_Determine_necessity_of_stop_advice,2011-12-02T15:08:56.053+01:00,complete
case-10646,T10_Determine_necessity_to_stop_indication,2011-12-02T15:09:23.531+01:00,complete
case-10360,Confirmation_of_receipt,2011-12-05T09:42:18.947+01:00,complete
case-10749,Confirmation_of_receipt,2011-12-06T13:30:29.664+01:00,complete
case-10749,T02_Check_confirmation_of_receipt,2011-12-06T13:37:47.452+01:00,complete
case-10749,T04_Determine_confirmation_of_receipt,2011-12-06T13:38:09.733+01:00,complete
case-10749,T05_Print_and_send_confirmation_of_receipt,2011-12-06T13:38:30.187+01:00,complete
case-10749,T06_Determine_necessity_of_stop_advice,2011-12-06T13:38:57.461+01:00,complete
case-10749,T10_Determine_necessity_to_stop_indication,2011-12-06T13:39:25.089+01:00,complete
case-10693,Confirmation_of_receipt,2011-12-06T14:40:10.889+01:00,complete
case-10693,T02_Check_confirmation_of_receipt,2011-12-06T14:40:35.378+01:00,complete
case-10693,T04_Determine_confirmation_of_receipt,2011-12-06T14:40:51.708+01:00,complete
case-10693,T05_Print_and_send_confirmation_of_receipt,2011-12-06T14:41:07.822+01:00,complete
case-10693,T06_Determine_necessity_of_stop_advice,2011-12-06T14:41:40.040+01:00,complete
case-10647,Confirmation_of_receipt,2011-12-06T15:01:49.228+01:00,complete
case-10647,T02_Check_confirmation_of_receipt,2011-12-06T15:02:24.505+01:00,complete
case-10647,T04_Determine_confirmation_of_receipt,2011-12-06T15:02:41.153+01:00,complete
case-10647,T05_Print_and_send_confirmation_of_receipt,2011-12-06T15:02:57.205+01:00,complete
case-10647,T06_Determine_necessity_of_stop_advice,2011-12-06T15:03:19.558+01:00,complete
case-10647,T10_Determine_necessity_to_stop_indication,2011-12-06T15:04:39.219+01:00,complete
case-10669,Confirmation_of_receipt,2011-12-06T16:11:54.463+01:00,complete
case-10669,T02_Check_confirmation_of_receipt,2011-12-06T16:12:17.249+01:00,complete
case-10669,T04_Determine_confirmation_of_receipt,2011-12-06T16:12:35.482+01:00,complete
case-10669,T05_Print_and_send_confirmation_of_receipt,2011-12-06T16:12:50.221+01:00,complete
case-10669,T06_Determine_necessity_of_stop_advice,2011-12-06T16:13:06.971+01:00,complete
case-10669,T10_Determine_necessity_to_stop_indication,2011-12-06T16:13:33.793+01:00,complete
case-10225,Confirmation_of_receipt,2011-12-07T09:11:29.887+01:00,complete
case-10225,T06_Determine_necessity_of_stop_advice,2011-12-07T10:01:02.208+01:00,complete
case-10225,T02_Check_confirmation_of_receipt,2011-12-07T10:04:22.794+01:00,complete
case-10225,T04_Determine_confirmation_of_receipt,2011-12-07T10:05:05.939+01:00,complete
case-10225,T05_Print_and_send_confirmation_of_receipt,2011-12-07T10:05:36.523+01:00,complete
case-10225,T10_Determine_necessity_to_stop_indication,2011-12-07T10:16:31.803+01:00,complete
case-10735,Confirmation_of_receipt,2011-12-07T11:27:27.810+01:00,complete
case-10735,T02_Check_confirmation_of_receipt,2011-12-07T11:27:59.544+01:00,complete
case-10735,T04_Determine_confirmation_of_receipt,2011-12-07T11:28:27.297+01:00,complete
case-10735,T05_Print_and_send_confirmation_of_receipt,2011-12-07T11:29:01.432+01:00,complete
case-10735,T06_Determine_necessity_of_stop_advice,2011-12-07T11:29:25.305+01:00,complete
case-10735,T10_Determine_necessity_to_stop_indication,2011-12-07T11:30:00.766+01:00,complete
case-10232,Confirmation_of_receipt,2011-12-07T12:16:57.518+01:00,complete
case-10232,T02_Check_confirmation_of_receipt,2011-12-07T12:20:41.121+01:00,complete
case-10232,T04_Determine_confirmation_of_receipt,2011-12-07T12:21:05.443+01:00,complete
case-10232,T05_Print_and_send_confirmation_of_receipt,2011-12-07T12:21:28.467+01:00,complete
case-10232,T06_Determine_necessity_of_stop_advice,2011-12-07T12:21:51.193+01:00,complete
case-10232,T10_Determine_necessity_to_stop_indication,2011-12-07T12:22:21.436+01:00,complete
case-10259,Confirmation_of_receipt,2011-12-07T14:16:30.384+01:00,complete
case-10670,Confirmation_of_receipt,2011-12-07T14:45:21.482+01:00,complete
case-10670,T02_Check_confirmation_of_receipt,2011-12-07T14:46:27.071+01:00,complete
case-10670,T04_Determine_confirmation_of_receipt,2011-12-07T14:46:44.803+01:00,complete
case-10670,T05_Print_and_send_confirmation_of_receipt,2011-12-07T14:47:02.003+01:00,complete
case-10670,T06_Determine_necessity_of_stop_advice,2011-12-07T14:47:22.169+01:00,complete
case-10670,T10_Determine_necessity_to_stop_indication,2011-12-07T14:47:44.738+01:00,complete
case-10394,Confirmation_of_receipt,2011-12-07T15:44:35.181+01:00,complete
case-10779,Confirmation_of_receipt,2011-12-07T15:52:49.492+01:00,complete
case-10779,T06_Determine_necessity_of_stop_advice,2011-12-07T15:56:56.564+01:00,complete
case-10779,T02_Check_confirmation_of_receipt,2011-12-07T15:58:29.727+01:00,complete
case-10779,T10_Determine_necessity_to_stop_indication,2011-12-07T15:59:40.804+01:00,complete
case-10779,T04_Determine_confirmation_of_receipt,2011-12-07T16:00:17.096+01:00,complete
case-10779,T05_Print_and_send_confirmation_of_receipt,2011-12-07T16:00:46.464+01:00,complete
case-10564,Confirmation_of_receipt,2011-12-08T14:15:29.375+01:00,complete
case-10564,T02_Check_confirmation_of_receipt,2011-12-08T14:16:06.431+01:00,complete
case-10564,T04_Determine_confirmation_of_receipt,2011-12-08T14:16:42.668+01:00,complete
case-10564,T05_Print_and_send_confirmation_of_receipt,2011-12-08T14:17:07.988+01:00,complete
case-10564,T06_Determine_necessity_of_stop_advice,2011-12-08T14:17:39.570+01:00,complete
case-10564,T10_Determine_necessity_to_stop_indication,2011-12-08T14:40:56.319+01:00,complete
case-10138,Confirmation_of_receipt,2011-12-08T14:52:51.432+01:00,complete
case-10138,T02_Check_confirmation_of_receipt,2011-12-08T14:53:26.952+01:00,complete
case-10138,T04_Determine_confirmation_of_receipt,2011-12-08T14:53:55.363+01:00,complete
case-10138,T06_Determine_necessity_of_stop_advice,2011-12-08T14:55:00.037+01:00,complete
case-10138,T10_Determine_necessity_to_stop_indication,2011-12-08T14:55:37.151+01:00,complete
case-10138,T05_Print_and_send_confirmation_of_receipt,2011-12-14T13:36:32.274+01:00,complete
case-10777,Confirmation_of_receipt,2011-12-09T08:51:11.509+01:00,complete
case-10777,T02_Check_confirmation_of_receipt,2011-12-09T08:51:52.760+01:00,complete
case-10777,T04_Determine_confirmation_of_receipt,2011-12-09T08:52:21.123+01:00,complete
case-10777,T05_Print_and_send_confirmation_of_receipt,2011-12-09T08:52:41.023+01:00,complete
case-10777,T06_Determine_necessity_of_stop_advice,2011-12-09T08:53:04.728+01:00,complete
case-10777,T10_Determine_necessity_to_stop_indication,2011-12-09T08:53:29.259+01:00,complete
case-10571,Confirmation_of_receipt,2011-12-09T10:15:04.933+01:00,complete
case-10273,Confirmation_of_receipt,2011-12-09T10:19:25.642+01:00,complete
case-10663,Confirmation_of_receipt,2011-12-09T12:49:19.454+01:00,complete
case-10663,T02_Check_confirmation_of_receipt,2011-12-09T12:49:50.916+01:00,complete
case-10663,T04_Determine_confirmation_of_receipt,2011-12-09T12:50:16.571+01:00,complete
case-10663,T05_Print_and_send_confirmation_of_receipt,2011-12-09T12:50:39.797+01:00,complete
case-10663,T06_Determine_necessity_of_stop_advice,2011-12-09T12:50:59.806+01:00,complete
case-10663,T10_Determine_necessity_to_stop_indication,2011-12-09T12:51:22.060+01:00,complete
case-10183,Confirmation_of_receipt,2011-12-09T14:16:10.879+01:00,complete
case-10183,T02_Check_confirmation_of_receipt,2011-12-09T14:16:39.383+01:00,complete
case-10183,T04_Determine_confirmation_of_receipt,2011-12-09T14:17:02.175+01:00,complete
case-10183,T06_Determine_necessity_of_stop_advice,2011-12-09T14:17:35.863+01:00,complete
case-10183,T10_Determine_necessity_to_stop_indication,2011-12-09T14:24:28.994+01:00,complete
case-10183,T05_Print_and_send_confirmation_of_receipt,2011-12-09T14:30:04.403+01:00,complete
case-10688,Confirmation_of_receipt,2011-12-09T16:37:36.011+01:00,complete
case-10688,T02_Check_confirmation_of_receipt,2011-12-09T16:37:57.329+01:00,complete
case-10688,T04_Determine_confirmation_of_receipt,2011-12-09T16:38:15.458+01:00,complete
case-10688,T05_Print_and_send_confirmation_of_receipt,2011-12-09T16:38:31.683+01:00,complete
case-10688,T06_Determine_necessity_of_stop_advice,2011-12-22T11:10:39.999+01:00,complete
case-10688,T10_Determine_necessity_to_stop_indication,2011-12-22T11:11:38.505+01:00,complete
case-10765,Confirmation_of_receipt,2011-12-12T14:30:43.309+01:00,complete
case-10765,T02_Check_confirmation_of_receipt,2011-12-12T14:32:01.716+01:00,complete
case-10765,T04_Determine_confirmation_of_receipt,2011-12-12T14:32:40.534+01:00,complete
case-10765,T05_Print_and_send_confirmation_of_receipt,2011-12-12T14:33:38.186+01:00,complete
case-10757,Confirmation_of_receipt,2011-12-13T12:09:28.917+01:00,complete
case-10757,T02_Check_confirmation_of_receipt,2011-12-13T15:18:51.703+01:00,complete
case-10757,T04_Determine_confirmation_of_receipt,2011-12-13T15:19:42.246+01:00,complete
case-10757,T05_Print_and_send_confirmation_of_receipt,2011-12-13T15:20:26.891+01:00,complete
case-10757,T06_Determine_necessity_of_stop_advice,2011-12-13T15:28:47.163+01:00,complete
case-10757,T10_Determine_necessity_to_stop_indication,2011-12-13T15:29:29.822+01:00,complete
case-9837,Confirmation_of_receipt,2011-12-13T12:11:46.729+01:00,complete
case-10661,Confirmation_of_receipt,2011-12-13T13:04:48.724+01:00,complete
case-10661,T02_Check_confirmation_of_receipt,2011-12-13T13:06:38.157+01:00,complete
case-10661,T06_Determine_necessity_of_stop_advice,2011-12-13T13:54:01.182+01:00,complete
case-10661,T10_Determine_necessity_to_stop_indication,2011-12-13T13:54:35.391+01:00,complete
case-10661,T04_Determine_confirmation_of_receipt,2011-12-13T13:55:18.189+01:00,complete
case-10661,T05_Print_and_send_confirmation_of_receipt,2011-12-13T13:59:02.065+01:00,complete
case-10502,Confirmation_of_receipt,2011-12-15T11:25:23.298+01:00,complete
case-10502,T02_Check_confirmation_of_receipt,2011-12-15T11:26:04.272+01:00,complete
case-10502,T04_Determine_confirmation_of_receipt,2011-12-15T11:26:41.370+01:00,complete
case-10502,T05_Print_and_send_confirmation_of_receipt,2011-12-15T11:27:17.646+01:00,complete
case-10502,T06_Determine_necessity_of_stop_advice,2011-12-15T11:29:36.267+01:00,complete
case-10502,T10_Determine_necessity_to_stop_indication,2011-12-15T11:30:06.832+01:00,complete
case-10862,Confirmation_of_receipt,2011-12-15T11:53:12.667+01:00,complete
case-10671,Confirmation_of_receipt,2011-12-15T12:17:50.970+01:00,complete
case-10671,T02_Check_confirmation_of_receipt,2011-12-15T12:18:31.532+01:00,complete
case-10671,T04_Determine_confirmation_of_receipt,2011-12-15T12:18:57.325+01:00,complete
case-10671,T05_Print_and_send_confirmation_of_receipt,2011-12-15T12:20:03.012+01:00,complete
case-10671,T06_Determine_necessity_of_stop_advice,2011-12-15T12:21:06.553+01:00,complete
case-10671,T10_Determine_necessity_to_stop_indication,2011-12-15T12:21:41.425+01:00,complete
case-10464,Confirmation_of_receipt,2011-12-15T14:10:18.508+01:00,complete
case-10464,T06_Determine_necessity_of_stop_advice,2011-12-15T14:10:56.673+01:00,complete
case-10464,T10_Determine_necessity_to_stop_indication,2011-12-15T14:12:14.656+01:00,complete
case-10464,T02_Check_confirmation_of_receipt,2011-12-15T14:19:41.933+01:00,complete
case-10464,T04_Determine_confirmation_of_receipt,2011-12-15T14:22:32.946+01:00,complete
case-10464,T05_Print_and_send_confirmation_of_receipt,2011-12-15T14:25:00.655+01:00,complete
case-10583,Confirmation_of_receipt,2011-12-15T14:42:52.507+01:00,complete
case-10583,T02_Check_confirmation_of_receipt,2011-12-15T14:45:08.364+01:00,complete
case-10583,T04_Determine_confirmation_of_receipt,2011-12-15T14:45:47.035+01:00,complete
case-10583,T05_Print_and_send_confirmation_of_receipt,2011-12-15T14:46:19.010+01:00,complete
case-10583,T06_Determine_necessity_of_stop_advice,2011-12-15T14:46:49.392+01:00,complete
case-10583,T10_Determine_necessity_to_stop_indication,2011-12-15T14:47:46.628+01:00,complete
case-10864,Confirmation_of_receipt,2011-12-16T12:08:04.183+01:00,complete
case-10864,T02_Check_confirmation_of_receipt,2012-01-12T15:42:20.138+01:00,complete
case-10864,T04_Determine_confirmation_of_receipt,2012-01-12T15:46:21.518+01:00,complete
case-10864,T05_Print_and_send_confirmation_of_receipt,2012-01-12T15:47:07.049+01:00,complete
case-10864,T06_Determine_necessity_of_stop_advice,2012-01-12T15:47:44.589+01:00,complete
case-10864,T10_Determine_necessity_to_stop_indication,2012-01-12T15:48:18.252+01:00,complete
case-10763,Confirmation_of_receipt,2011-12-17T16:16:49.296+01:00,complete
case-10763,T02_Check_confirmation_of_receipt,2011-12-17T16:17:26.955+01:00,complete
case-10763,T04_Determine_confirmation_of_receipt,2011-12-17T16:17:56.913+01:00,complete
case-10763,T06_Determine_necessity_of_stop_advice,2011-12-17T16:18:30.884+01:00,complete
case-10763,T10_Determine_necessity_to_stop_indication,2011-12-17T16:19:13.622+01:00,complete
case-10763,T05_Print_and_send_confirmation_of_receipt,2011-12-19T11:34:23.055+01:00,complete
case-10929,Confirmation_of_receipt,2011-12-19T15:34:47.491+01:00,complete
case-10929,T02_Check_confirmation_of_receipt,2011-12-19T15:37:28.906+01:00,complete
case-10929,T06_Determine_necessity_of_stop_advice,2011-12-19T15:38:21.935+01:00,complete
case-10929,T10_Determine_necessity_to_stop_indication,2011-12-19T15:39:29.045+01:00,complete
case-10929,T04_Determine_confirmation_of_receipt,2012-01-16T13:17:48.717+01:00,complete
case-10929,T05_Print_and_send_confirmation_of_receipt,2012-01-16T13:18:38.578+01:00,complete
case-10950,Confirmation_of_receipt,2011-12-20T10:22:12.713+01:00,complete
case-10950,T02_Check_confirmation_of_receipt,2011-12-20T10:29:17.765+01:00,complete
case-10950,T04_Determine_confirmation_of_receipt,2011-12-20T11:03:39.353+01:00,complete
case-10950,T05_Print_and_send_confirmation_of_receipt,2011-12-20T11:04:13.923+01:00,complete
case-10950,T06_Determine_necessity_of_stop_advice,2011-12-20T11:08:02.697+01:00,complete
case-10950,T10_Determine_necessity_to_stop_indication,2011-12-20T11:11:21.148+01:00,complete
case-10892,Confirmation_of_receipt,2011-12-21T08:41:50.337+01:00,complete
case-10892,T02_Check_confirmation_of_receipt,2011-12-21T08:42:49.661+01:00,complete
case-10892,T04_Determine_confirmation_of_receipt,2011-12-21T08:44:56.141+01:00,complete
case-10892,T05_Print_and_send_confirmation_of_receipt,2011-12-21T08:51:22.982+01:00,complete
case-10892,T06_Determine_necessity_of_stop_advice,2011-12-21T08:52:15.331+01:00,complete
case-10892,T10_Determine_necessity_to_stop_indication,2011-12-21T08:53:08.141+01:00,complete
case-10600,Confirmation_of_receipt,2011-12-21T10:20:20.213+01:00,complete
case-10600,T02_Check_confirmation_of_receipt,2011-12-21T10:46:42.284+01:00,complete
case-10600,T04_Determine_confirmation_of_receipt,2011-12-21T10:47:24.332+01:00,complete
case-10600,T05_Print_and_send_confirmation_of_receipt,2011-12-21T10:48:11.870+01:00,complete
case-10600,T06_Determine_necessity_of_stop_advice,2011-12-21T10:48:36.883+01:00,complete
case-10600,T10_Determine_necessity_to_stop_indication,2011-12-21T10:50:36.805+01:00,complete
case-10948,Confirmation_of_receipt,2011-12-21T10:24:17.770+01:00,complete
case-10948,T02_Check_confirmation_of_receipt,2011-12-21T10:25:05.167+01:00,complete
case-10948,T04_Determine_confirmation_of_receipt,2011-12-21T10:25:34.019+01:00,complete
case-10948,T05_Print_and_send_confirmation_of_receipt,2011-12-21T10:25:58.710+01:00,complete
case-10948,T06_Determine_necessity_of_stop_advice,2011-12-21T10:26:32.902+01:00,complete
case-10948,T10_Determine_necessity_to_stop_indication,2011-12-21T10:27:41.001+01:00,complete
case-10799,Confirmation_of_receipt,2011-12-21T12:35:49.971+01:00,complete
case-10799,T02_Check_confirmation_of_receipt,2011-12-21T12:36:33.658+01:00,complete
case-10799,T04_Determine_confirmation_of_receipt,2011-12-21T13:11:54.559+01:00,complete
case-10799,T05_Print_and_send_confirmation_of_receipt,2011-12-21T13:15:09.991+01:00,complete
case-10799,T06_Determine_necessity_of_stop_advice,2011-12-21T13:15:40.720+01:00,complete
case-10799,T10_Determine_necessity_to_stop_indication,2011-12-21T13:22:30.403+01:00,complete
case-10306,Confirmation_of_receipt,2011-12-21T13:52:38.616+01:00,complete
case-10800,Confirmation_of_receipt,2011-12-21T14:23:48.367+01:00,complete
case-10800,T02_Check_confirmation_of_receipt,2011-12-21T14:24:27.676+01:00,complete
case-10800,T04_Determine_confirmation_of_receipt,2011-12-21T14:24:58.629+01:00,complete
case-10800,T05_Print_and_send_confirmation_of_receipt,2011-12-21T14:25:24.973+01:00,complete
case-10800,T06_Determine_necessity_of_stop_advice,2011-12-21T14:25:50.026+01:00,complete
case-10800,T10_Determine_necessity_to_stop_indication,2011-12-21T14:26:26.932+01:00,complete
case-10514,Confirmation_of_receipt,2011-12-22T12:44:26.417+01:00,complete
case-10514,T02_Check_confirmation_of_receipt,2011-12-22T12:45:02.538+01:00,complete
case-10514,T04_Determine_confirmation_of_receipt,2011-12-22T12:45:30.961+01:00,complete
case-10514,T06_Determine_necessity_of_stop_advice,2011-12-22T12:46:05.225+01:00,complete
case-10514,T10_Determine_necessity_to_stop_indication,2011-12-22T12:46:51.746+01:00,complete
case-10514,T05_Print_and_send_confirmation_of_receipt,2011-12-22T12:47:21.763+01:00,complete
